p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,alg,uci
.,.,.,r,.,k,.,.,.,.,.,.,.,.,p,.,p,.,.,P,.,p,.,p,.,p,n,.,.,B,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,P,P,.,.,.,R,.,.,K,.,white,e5,e4e5
.,.,.,r,.,k,.,.,.,.,.,.,.,.,p,.,p,.,.,P,.,.,.,p,.,p,n,.,p,B,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,P,P,.,.,.,R,.,.,K,.,white,fxe5,f4e5
.,.,.,r,.,.,.,.,.,.,.,.,.,k,p,.,p,.,.,P,.,.,.,p,.,p,n,.,P,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,P,P,.,.,.,R,.,.,K,.,white,Kf2,g1f2
.,.,.,r,.,.,.,.,.,.,.,.,.,k,.,.,p,.,.,P,.,.,p,p,.,p,n,.,P,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,K,P,P,.,.,.,R,.,.,.,.,white,Bh3,f5h3
.,.,.,r,.,.,.,.,.,.,.,.,.,k,.,.,p,.,.,P,.,.,p,p,.,p,.,.,P,.,.,.,.,.,.,.,n,.,.,.,.,.,.,.,.,.,.,B,P,P,.,.,.,K,P,P,.,.,.,R,.,.,.,.,white,Ke3,f2e3
.,.,.,r,.,.,.,.,.,.,.,.,.,k,.,.,p,.,.,n,.,.,p,p,.,p,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,B,P,P,.,.,.,.,P,P,.,.,.,R,.,.,.,.,white,exd6,e5d6
.,.,.,r,.,.,.,.,.,.,.,.,.,k,.,.,p,.,.,P,.,.,.,p,.,p,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,B,P,P,.,.,.,.,P,P,.,.,.,R,.,.,.,.,white,Bf5,h3f5
.,.,.,r,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,P,.,k,.,p,.,p,.,.,.,B,p,.,.,.,.,.,.,.,.,.,.,.,.,.,K,.,.,.,P,P,.,.,.,.,P,P,.,.,.,R,.,.,.,.,white,g4,g2g4
.,.,.,r,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,P,.,.,.,p,.,p,.,.,k,B,p,.,.,.,.,.,.,.,P,.,.,.,.,.,K,.,.,.,P,P,.,.,.,.,.,P,.,.,.,R,.,.,.,.,white,d7,d6d7
.,.,.,r,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,p,p,.,.,k,B,p,.,.,.,.,.,.,.,P,.,.,.,.,.,K,.,.,.,P,P,.,.,.,.,.,P,.,.,.,R,.,.,.,.,white,h3,h2h3
.,.,.,r,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,k,B,p,.,.,p,.,.,.,.,P,.,.,.,.,.,K,.,.,P,P,P,.,.,.,.,.,.,.,.,.,R,.,.,.,.,white,b3,b2b3
.,.,.,r,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,k,.,p,p,.,.,.,.,B,p,.,.,p,.,.,.,.,P,.,.,P,.,.,K,.,.,P,P,.,.,.,.,.,.,.,.,.,.,R,.,.,.,.,white,Rd6+,d1d6
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,Bc4,f1c4
r,.,b,q,k,b,.,r,p,p,p,p,.,p,p,p,.,.,n,.,.,n,.,.,.,.,.,.,p,.,.,.,.,.,B,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,Ng5,f3g5
r,.,b,q,k,b,.,r,p,p,p,.,.,p,p,p,.,.,n,.,.,n,.,.,.,.,.,p,p,.,N,.,.,.,B,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,exd5,e4d5
r,.,b,q,k,b,.,r,p,p,p,.,.,p,p,p,.,.,.,.,.,n,.,.,n,.,.,P,p,.,N,.,.,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,Bb5+,c4b5
r,.,b,q,k,b,.,r,p,p,.,.,.,p,p,p,.,.,p,.,.,n,.,.,n,B,.,P,p,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,dxc6,d5c6
r,.,b,q,k,b,.,r,p,.,.,.,.,p,p,p,.,.,p,.,.,n,.,.,n,B,.,.,p,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,Be2,b5e2
r,.,b,q,k,b,.,r,p,.,.,.,.,p,p,.,.,.,p,.,.,n,.,p,n,.,.,.,p,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,B,P,P,P,R,N,B,Q,K,.,.,R,white,Nf3,g5f3
r,.,b,q,k,b,.,r,p,.,.,.,.,p,p,.,.,.,p,.,.,n,.,p,n,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,B,P,P,P,R,N,B,Q,K,.,.,R,white,Ne5,f3e5
r,.,b,q,k,.,.,r,p,.,.,.,.,p,p,.,.,.,p,b,.,n,.,p,n,.,.,.,N,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,B,P,P,P,R,N,B,Q,K,.,.,R,white,d4,d2d4
r,.,b,q,.,r,k,.,p,.,.,.,.,p,p,.,.,.,p,b,.,n,.,p,n,.,.,.,N,.,.,.,.,.,.,P,p,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,B,P,P,P,R,N,B,Q,K,.,.,R,white,O-O,e1g1
r,.,b,q,.,r,k,.,p,.,.,.,.,p,p,n,.,.,p,b,.,.,.,p,n,.,.,.,N,.,.,.,.,.,.,P,p,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,B,P,P,P,R,N,B,Q,.,R,K,.,white,Nc3,b1c3
r,.,b,q,.,r,k,.,p,.,.,.,.,p,p,n,.,.,.,b,.,.,.,p,n,.,p,.,N,.,.,.,.,.,.,P,p,.,.,.,.,.,N,.,.,.,.,.,P,P,P,.,B,P,P,P,R,.,B,Q,.,R,K,.,white,Be3,c1e3
r,.,b,.,.,r,k,.,p,.,.,.,.,p,p,n,.,.,.,b,.,.,.,p,n,.,p,.,N,.,.,.,.,.,.,P,p,.,.,q,.,.,N,.,B,.,.,.,P,P,P,.,B,P,P,P,R,.,.,Q,.,R,K,.,white,g3,g2g3
r,.,b,q,.,r,k,.,p,.,.,.,.,p,p,n,.,.,.,b,.,.,.,p,n,.,p,.,N,.,.,.,.,.,.,P,p,.,.,.,.,.,N,.,B,.,P,.,P,P,P,.,B,P,.,P,R,.,.,Q,.,R,K,.,white,Nc4,e5c4
r,.,.,q,.,r,k,.,p,.,.,.,.,p,p,n,.,.,.,b,.,.,.,p,n,.,p,.,.,.,.,.,.,.,N,P,p,.,.,.,.,.,N,.,B,.,P,b,P,P,P,.,B,P,.,P,R,.,.,Q,.,R,K,.,white,Re1,f1e1
r,.,.,q,.,r,k,.,p,.,.,.,.,p,p,n,.,.,.,b,.,.,.,p,.,.,p,.,.,.,.,.,.,.,n,P,p,.,.,.,.,.,N,.,B,.,P,b,P,P,P,.,B,P,.,P,R,.,.,Q,R,.,K,.,white,Bxc4,e2c4
r,.,.,q,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,b,.,.,.,p,.,.,p,.,.,.,n,.,.,.,B,P,p,.,.,.,.,.,N,.,B,.,P,b,P,P,P,.,.,P,.,P,R,.,.,Q,R,.,K,.,white,Be2,c4e2
r,.,.,.,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,b,.,q,.,p,.,.,p,.,.,.,n,.,.,.,.,P,p,.,.,.,.,.,N,.,B,.,P,b,P,P,P,.,B,P,.,P,R,.,.,Q,R,.,K,.,white,Bxg5,e3g5
r,.,.,.,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,b,.,q,.,.,.,.,p,.,.,.,p,.,.,.,.,P,p,.,.,.,.,.,N,.,.,.,P,b,P,P,P,.,B,P,.,P,R,.,.,Q,R,.,K,.,white,Nxe4,c3e4
r,.,.,.,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,b,.,.,q,.,.,.,p,.,.,.,p,.,.,.,.,P,N,.,.,.,.,.,.,.,.,.,P,b,P,P,P,.,B,P,.,P,R,.,.,Q,R,.,K,.,white,Bh5,e2h5
r,.,.,.,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,b,.,.,.,q,.,.,p,.,.,.,p,B,.,.,.,P,N,.,.,.,.,.,.,.,.,.,P,b,P,P,P,.,.,P,.,P,R,.,.,Q,R,.,K,.,white,Nxd6,e4d6
r,.,.,.,.,r,k,.,p,.,.,.,.,p,p,.,.,.,.,N,q,.,.,.,.,.,p,.,.,.,p,B,.,.,.,P,.,.,.,.,.,.,.,.,.,.,P,b,P,P,P,.,.,P,.,P,R,.,.,Q,R,.,K,.,white,Rxe6,e1e6
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,d4,d2d4
r,n,b,q,k,b,.,r,p,p,p,p,p,p,p,p,.,.,.,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,P,P,P,P,R,N,B,Q,K,B,N,R,white,c4,c2c4
r,n,b,q,k,b,.,r,p,p,p,p,p,p,.,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,P,P,P,P,R,N,B,Q,K,B,N,R,white,Nc3,b1c3
r,n,b,q,k,b,.,r,p,p,p,.,p,p,.,p,.,.,.,.,.,n,p,.,.,.,.,p,.,.,.,.,.,.,P,P,.,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,P,P,P,P,R,.,B,Q,K,B,N,R,white,Bg5,c1g5
r,n,b,q,k,b,.,r,p,p,p,.,p,p,.,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,B,.,.,.,p,P,.,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,P,P,P,P,R,.,.,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,.,.,r,p,p,p,.,p,p,b,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,B,.,.,.,p,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,N,R,white,Bxc4,f1c4
r,n,b,q,.,r,k,.,p,p,p,.,p,p,b,p,.,.,.,.,.,n,p,.,.,.,.,.,.,.,B,.,.,.,B,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,.,N,R,white,h3,h2h3
r,.,b,q,.,r,k,.,p,p,p,.,p,p,b,p,.,.,n,.,.,n,p,.,.,.,.,.,.,.,B,.,.,.,B,P,P,.,.,.,.,.,N,.,.,.,.,P,P,P,.,.,.,P,P,.,R,.,.,Q,K,.,N,R,white,Nf3,g1f3
r,.,b,q,.,r,k,.,p,p,p,.,p,p,b,.,.,.,n,.,.,n,p,p,.,.,.,.,.,.,B,.,.,.,B,P,P,.,.,.,.,.,N,.,.,N,.,P,P,P,.,.,.,P,P,.,R,.,.,Q,K,.,.,R,white,Be3,g5e3
r,.,b,q,.,r,k,.,p,.,p,.,p,p,b,.,.,p,n,.,.,n,p,p,.,.,.,.,.,.,.,.,.,.,B,P,P,.,.,.,.,.,N,.,B,N,.,P,P,P,.,.,.,P,P,.,R,.,.,Q,K,.,.,R,white,O-O,e1g1
r,.,.,q,.,r,k,.,p,b,p,.,p,p,b,.,.,p,n,.,.,n,p,p,.,.,.,.,.,.,.,.,.,.,B,P,P,.,.,.,.,.,N,.,B,N,.,P,P,P,.,.,.,P,P,.,R,.,.,Q,.,R,K,.,white,Qd2,d1d2
r,.,.,.,.,r,k,.,p,b,p,q,p,p,b,.,.,p,n,.,.,n,p,p,.,.,.,.,.,.,.,.,.,.,B,P,P,.,.,.,.,.,N,.,B,N,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,Bb5,c4b5
r,.,.,.,.,r,k,.,.,b,p,q,p,p,b,.,p,p,n,.,.,n,p,p,.,B,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,N,.,B,N,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,Ne5,f3e5
r,.,.,.,q,r,k,.,.,b,p,.,p,p,b,.,p,p,n,.,.,n,p,p,.,B,.,.,N,.,.,.,.,.,.,P,P,.,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,Bxc6,b5c6
r,.,.,.,q,r,k,.,.,.,p,.,p,p,b,.,p,p,b,.,.,n,p,p,.,.,.,.,N,.,.,.,.,.,.,P,P,.,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,Nxc6,e5c6
r,.,.,.,.,r,k,.,.,.,p,.,p,p,b,.,p,p,q,.,.,n,p,p,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,d5,d4d5
r,.,.,.,.,r,k,.,.,q,p,.,p,p,b,.,p,p,.,.,.,n,p,p,.,.,.,P,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,e5,e4e5
r,.,.,.,.,r,k,.,.,q,p,n,p,p,b,.,p,p,.,.,.,.,p,p,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,P,P,.,R,.,.,.,.,R,K,.,white,f4,f2f4
.,.,.,r,.,r,k,.,.,q,p,n,p,p,b,.,p,p,.,.,.,.,p,p,.,.,.,P,P,.,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,.,P,.,R,.,.,.,.,R,K,.,white,Rad1,a1d1
.,.,.,r,.,r,k,.,.,q,p,n,p,.,b,.,p,p,.,.,.,.,p,p,.,.,.,P,P,p,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,Q,.,.,P,.,.,.,.,R,.,R,K,.,white,Qe2,d2e2
.,.,.,r,.,r,k,.,.,q,p,n,.,.,b,.,p,p,.,.,p,.,p,p,.,.,.,P,P,p,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,.,Q,.,P,.,.,.,.,R,.,R,K,.,white,dxe6,d5e6
.,n,.,r,.,r,k,.,.,q,p,.,.,.,b,.,p,p,.,.,P,.,p,p,.,.,.,.,P,p,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,.,Q,.,P,.,.,.,.,R,.,R,K,.,white,e7,e6e7
.,n,.,.,.,r,k,.,.,q,p,.,P,.,b,.,p,p,.,.,.,.,p,p,.,.,.,.,P,p,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,.,Q,.,P,.,.,.,.,r,.,R,K,.,white,exf8=Q+,e7f8q
.,n,.,.,.,b,k,.,.,q,p,.,.,.,.,.,p,p,.,.,.,.,p,p,.,.,.,.,P,p,.,.,.,.,.,.,.,P,.,.,.,.,N,.,B,.,.,P,P,P,.,.,Q,.,P,.,.,.,.,r,.,R,K,.,white,Rxd1,f1d1
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,black,c5,c7c5
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,black,d6,d7d6
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,Nf6,g8f6
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,p,.,n,.,.,.,.,p,.,P,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,dxe5,d6e5
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,n,.,.,.,.,p,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,Qxd1+,d8d1
r,n,b,.,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,n,.,.,.,.,p,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,K,.,B,.,R,black,Ng4,f6g4
r,n,b,.,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,P,.,.,.,.,.,B,.,.,.,n,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,K,.,.,.,R,black,Nxf2+,g4f2
r,n,b,.,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,P,.,.,.,.,.,B,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,K,n,P,P,R,N,B,.,.,.,.,R,black,Nxh1,f2h1
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,black,c5,c7c5
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,black,d6,d7d6
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,Nf6,g8f6
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,p,.,n,.,.,.,.,p,.,P,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,dxe5,d6e5
r,n,b,q,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,n,.,.,.,.,p,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,B,.,R,black,Qxd4,d8d4
r,n,b,.,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,n,.,.,.,.,p,.,N,.,.,.,.,.,.,Q,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,B,.,R,black,cxd4,c5d4
r,n,b,.,k,b,.,r,p,p,.,.,p,p,p,p,.,.,.,.,.,n,.,.,.,B,.,.,N,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,.,.,R,black,Nbd7,b8d7
r,.,b,.,k,b,.,r,p,p,.,B,p,p,p,p,.,.,.,.,.,n,.,.,.,.,.,.,N,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,.,.,R,black,Nxd7,f6d7
r,.,b,.,k,b,.,r,p,p,.,n,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,.,P,P,P,R,N,B,.,K,.,.,R,black,e5,e7e5
r,.,b,.,k,b,.,r,p,p,.,n,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,P,.,.,.,N,.,.,P,.,P,.,.,P,P,P,R,N,B,.,K,.,.,R,black,Bb4+,f8b4
r,.,b,.,k,.,.,r,p,p,.,n,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,b,.,p,.,.,.,.,.,P,.,.,.,N,.,.,P,.,P,N,.,P,P,P,R,.,B,.,K,.,.,R,black,f6,f7f6
r,.,b,.,k,.,.,r,p,p,.,n,.,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,b,.,p,.,.,.,.,.,P,.,.,.,N,.,.,P,.,P,N,.,P,P,P,R,.,B,.,.,R,K,.,black,Nb6,d7b6
r,.,b,.,k,.,.,r,p,p,.,.,.,.,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,b,.,p,.,.,.,.,P,P,.,.,.,N,.,.,.,.,P,N,.,P,P,P,R,.,B,.,.,R,K,.,black,Be7,b4e7
r,.,b,.,k,.,.,r,p,p,.,.,b,.,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,p,N,.,.,.,P,P,.,.,.,N,.,.,.,.,P,.,.,P,P,P,R,.,B,.,.,R,K,.,black,Bf5,c8f5
r,.,.,.,k,.,.,r,p,p,.,.,b,.,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,b,.,.,.,.,.,p,N,.,.,.,P,P,.,.,.,N,.,.,.,.,P,.,.,P,P,P,R,.,B,.,R,.,K,.,black,Rc8,a8c8
.,.,r,.,k,.,.,r,p,p,.,.,b,.,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,b,.,.,.,.,.,p,N,.,.,.,P,P,.,.,.,N,.,.,R,.,P,.,.,P,P,P,.,.,B,.,R,.,K,.,black,Kf7,e8f7
.,.,r,.,.,.,.,r,p,p,.,.,b,k,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,b,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,N,.,.,R,.,P,.,.,P,P,P,.,.,B,.,R,.,K,.,black,Rc7,c8c7
.,.,.,.,.,.,.,r,p,p,r,.,b,k,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,b,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,N,.,.,R,.,P,.,R,P,P,P,.,.,B,.,.,.,K,.,black,Rhc8,h8c8
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,p,.,n,.,.,.,p,.,.,.,.,.,.,p,b,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,.,.,.,R,.,P,.,R,P,P,P,.,.,B,.,N,.,K,.,black,Nd5,b6d5
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,p,.,.,.,.,.,p,.,.,.,.,.,n,p,b,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,.,.,.,R,.,P,B,R,P,P,P,.,.,.,.,N,.,K,.,black,Be6,f5e6
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,p,.,.,.,.,b,p,.,.,.,.,.,n,p,.,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,.,.,.,.,.,P,B,R,P,P,P,R,.,.,.,N,.,K,.,black,h6,h7h6
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,b,p,.,p,.,.,.,n,p,.,.,.,.,P,.,p,N,.,.,.,P,.,.,.,.,P,.,.,.,.,P,B,R,.,P,P,R,.,.,.,N,.,K,.,black,f5,f6f5
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,b,.,.,p,.,.,.,n,p,p,.,.,.,P,.,p,.,.,.,.,P,.,.,.,.,P,N,.,.,.,P,B,R,.,P,P,R,.,.,.,N,.,K,.,black,Ne3,d5e3
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,b,.,.,p,.,.,.,.,p,p,.,.,.,P,.,p,.,.,.,.,P,.,.,.,B,P,N,.,.,.,P,.,R,.,P,P,R,.,.,.,N,.,K,.,black,dxe3,d4e3
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,b,.,.,p,.,.,.,.,p,p,.,.,.,P,.,.,.,.,.,.,P,.,.,.,p,P,N,P,.,.,P,.,R,.,P,.,R,.,.,.,N,.,K,.,black,f4,f5f4
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,b,.,.,p,.,.,.,.,p,.,.,.,.,P,.,.,N,p,.,.,P,.,.,.,p,P,.,P,.,.,P,.,R,.,P,.,R,.,.,.,N,.,K,.,black,Bc4,e6c4
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,.,.,.,P,b,.,N,p,.,.,P,.,.,N,p,P,.,P,.,.,P,.,R,.,P,.,R,.,.,.,.,.,K,.,black,Bxd3,c4d3
.,.,r,.,.,.,.,.,p,p,r,.,b,k,p,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,.,.,.,P,.,.,N,p,.,.,P,.,.,P,p,P,.,P,.,.,.,.,R,.,P,.,R,.,.,.,.,.,K,.,black,Rc1+,c7c1
.,.,r,.,.,.,.,.,p,p,.,.,b,k,p,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,.,.,.,P,.,.,N,p,.,.,P,.,.,P,p,P,.,P,.,.,.,.,R,.,P,.,.,.,R,.,.,.,K,.,black,Rxc1+,c8c1
.,.,.,.,.,.,.,.,p,p,.,.,b,k,p,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,.,.,.,P,.,.,N,p,.,.,P,.,.,P,p,P,.,P,.,.,.,.,R,.,P,K,.,.,r,.,.,.,.,.,black,g5,g7g5
